City,Country,Region,Segment,Ship Mode,State,Days to Ship,Product Name,Discount,Actual Discount,Sales,Profit,Quantity,Category,Sub-Category,Year
Madrid,Spain,South,Consumer,Priority,Madrid,3,"Avery Hole Reinforcements, Clear",0.0,0.0,12,1,3,Office Supplies,Binders,2015
Madrid,Spain,South,Consumer,Priority,Madrid,3,"Xerox Note Cards, 8.5 x 11",0.0,0.0,122,1,4,Office Supplies,Paper,2015
Madrid,Spain,South,Consumer,Priority,Madrid,3,"Tenex Folders, Single Width",0.1,6.3,63,8,3,Office Supplies,Storage,2015
Madrid,Spain,South,Consumer,Priority,Madrid,3,"Belkin Memory Card, Erganomic",0.0,0.0,450,225,4,Technology,Accessories,2015
Eastbourne,United Kingdom,North,Consumer,Economy,England,5,"Sauder Floating Shelf Set, Mobile",0.0,0.0,394,146,2,Furniture,Bookcases,2015
Eastbourne,United Kingdom,North,Consumer,Economy,England,5,"Sanford Sketch Pad, Water Color",0.0,0.0,292,137,6,Office Supplies,Art,2015
Porto,Portugal,South,Consumer,Priority,Porto,1,"Binney & Smith Highlighters, Fluorescent",0.5,13.5,27,-23,3,Office Supplies,Art,2015
Porto,Portugal,South,Consumer,Priority,Porto,1,"Stockwell Push Pins, 12 Pack",0.5,7.0,14,-11,2,Office Supplies,Fasteners,2015
Porto,Portugal,South,Consumer,Priority,Porto,1,"Panasonic Inkjet, Durable",0.5,234.0,468,-281,3,Technology,Machines,2015
Annonay,France,Central,Consumer,Economy,Auvergne-Rhône-Alpes,4,"Sharp Fax and Copier, Color",0.15,43.35,289,116,2,Technology,Copiers,2015
Wakefield,United Kingdom,North,Home Office,Economy Plus,England,3,"Ikea Corner Shelving, Traditional",0.0,0.0,369,140,3,Furniture,Bookcases,2015
Milan,Italy,South,Corporate,Economy Plus,Lombardy,4,"Epson Card Printer, Wireless",0.4,285.6,714,-309,7,Technology,Machines,2015
Berne,Switzerland,Central,Consumer,Economy,Bern,4,"Hon Removable Labels, Adjustable",0.0,0.0,32,2,3,Office Supplies,Labels,2015
Great Yarmouth,United Kingdom,North,Consumer,Economy Plus,England,2,"Harbour Creations Executive Leather Armchair, Black",0.0,0.0,947,275,2,Furniture,Chairs,2015
Great Yarmouth,United Kingdom,North,Consumer,Economy Plus,England,2,"Cameo Interoffice Envelope, with clear poly window",0.0,0.0,102,5,2,Office Supplies,Envelopes,2015
Great Yarmouth,United Kingdom,North,Consumer,Economy Plus,England,2,"Eldon Lockers, Single Width",0.0,0.0,396,194,2,Office Supplies,Storage,2015
Dorsten,Germany,Central,Corporate,Economy,North Rhine-Westphalia,4,"Rubbermaid Stacking Tray, Erganomic",0.0,0.0,67,0,3,Furniture,Furnishings,2015
Dorsten,Germany,Central,Corporate,Economy,North Rhine-Westphalia,4,"Barricks Coffee Table, Adjustable Height",0.35000000000000003,68.95,197,-30,1,Furniture,Tables,2015
Taranto,Italy,South,Home Office,Economy,Apulia,4,"Rogers Shelving, Wire Frame",0.4,14.8,37,-6,1,Office Supplies,Storage,2015
Neuilly-sur-Seine,France,Central,Consumer,Economy,Ile-de-France,4,"Belkin Router, USB",0.0,0.0,1554,730,6,Technology,Accessories,2015
Neuilly-sur-Seine,France,Central,Consumer,Economy,Ile-de-France,4,"Apple Office Telephone, Full Size",0.15,16.95,113,39,2,Technology,Phones,2015
Neuilly-sur-Seine,France,Central,Consumer,Economy,Ile-de-France,4,"Nokia Headset, Full Size",0.15,28.5,190,-29,3,Technology,Phones,2015
Valencia,Spain,South,Consumer,Immediate,Valenciana,0,"Enermax Router, Bluetooth",0.0,0.0,1550,139,6,Technology,Accessories,2015
Cuenca,Spain,South,Home Office,Economy,Castile-La Mancha,5,"Fellowes Box, Wire Frame",0.1,5.1,51,20,3,Office Supplies,Storage,2015
Porto,Portugal,South,Consumer,Economy,Porto,4,"Ibico Index Tab, Clear",0.5,9.0,18,-11,4,Office Supplies,Binders,2015
Antwerp,Belgium,Central,Consumer,Economy,Antwerp,4,"KitchenAid Toaster, Black",0.0,0.0,170,51,2,Office Supplies,Appliances,2015
Antwerp,Belgium,Central,Consumer,Economy,Antwerp,4,"Xerox Note Cards, Premium",0.0,0.0,237,47,9,Office Supplies,Paper,2015
Valencia,Spain,South,Consumer,Economy Plus,Valenciana,4,"SanDisk Message Books, 8.5 x 11",0.0,0.0,84,41,3,Office Supplies,Paper,2015
Modena,Italy,South,Home Office,Economy,Emilia-Romagna,7,"Tenex Box, Blue",0.4,20.0,50,-12,5,Office Supplies,Storage,2015
Aubervilliers,France,Central,Corporate,Economy Plus,Ile-de-France,2,"Novimex Executive Leather Armchair, Adjustable",0.1,41.0,410,14,1,Furniture,Chairs,2015
Hamburg,Germany,Central,Consumer,Economy,Hamburg,5,"Hon Swivel Stool, Adjustable",0.1,29.9,299,10,2,Furniture,Chairs,2015
Hamburg,Germany,Central,Consumer,Economy,Hamburg,5,"Eldon Stacking Tray, Durable",0.0,0.0,86,18,3,Furniture,Furnishings,2015
Hamburg,Germany,Central,Consumer,Economy,Hamburg,5,"Sanford Highlighters, Water Color",0.0,0.0,170,61,9,Office Supplies,Art,2015
Hamburg,Germany,Central,Consumer,Economy,Hamburg,5,"Sanford Pens, Easy-Erase",0.0,0.0,45,10,4,Office Supplies,Art,2015
Hamburg,Germany,Central,Consumer,Economy,Hamburg,5,"Stiletto Letter Opener, Easy Grip",0.0,0.0,210,40,7,Office Supplies,Supplies,2015
Lorca,Spain,South,Corporate,Economy,Murcia,6,"Memorex Router, Erganomic",0.0,0.0,1708,512,7,Technology,Accessories,2015
Villiers-le-Bel,France,Central,Consumer,Priority,Ile-de-France,2,"StarTech Printer, Wireless",0.15,195.9,1306,107,6,Technology,Machines,2015
Heerlen,Netherlands,Central,Corporate,Priority,Limburg,1,"Harbour Creations Removable Labels, Laser Printer Compatible",0.5,7.5,15,-2,3,Office Supplies,Labels,2015
Heerlen,Netherlands,Central,Corporate,Priority,Limburg,1,"Fellowes Shelving, Wire Frame",0.5,42.5,85,-15,3,Office Supplies,Storage,2015
Chesterfield,United Kingdom,North,Corporate,Economy Plus,England,5,"BIC Markers, Easy-Erase",0.0,0.0,53,15,2,Office Supplies,Art,2015
Marseille,France,Central,Consumer,Economy,Provence-Alpes-Côte d'Azur,6,"Ames Business Envelopes, Security-Tint",0.0,0.0,73,25,5,Office Supplies,Envelopes,2015
Marseille,France,Central,Consumer,Economy Plus,Provence-Alpes-Côte d'Azur,2,"HP Personal Copier, Digital",0.15,94.8,632,7,6,Technology,Copiers,2015
Marseille,France,Central,Consumer,Economy Plus,Provence-Alpes-Côte d'Azur,2,"Epson Calculator, Red",0.15,16.65,111,27,3,Technology,Machines,2015
Elx,Spain,South,Corporate,Economy,Valenciana,4,"Wilson Jones Hole Reinforcements, Clear",0.0,0.0,12,1,3,Office Supplies,Binders,2015
Elx,Spain,South,Corporate,Economy,Valenciana,4,"Tenex Folders, Single Width",0.1,4.2,42,5,2,Office Supplies,Storage,2015
Madrid,Spain,South,Corporate,Immediate,Madrid,0,"Smead Box, Single Width",0.1,1.0,10,2,1,Office Supplies,Storage,2015
Seraing,Belgium,Central,Consumer,Economy,Liège,4,"Enermax Note Cards, Premium",0.0,0.0,86,9,3,Office Supplies,Paper,2015
Liverpool,United Kingdom,North,Corporate,Priority,England,3,"Okidata Phone, White",0.0,0.0,426,4,5,Technology,Machines,2015
Liverpool,United Kingdom,North,Corporate,Priority,England,3,"Okidata Printer, Durable",0.0,0.0,806,274,3,Technology,Machines,2015
Le Blanc-Mesnil,France,Central,Consumer,Immediate,Ile-de-France,0,"Cardinal Binding Machine, Recycled",0.0,0.0,150,32,3,Office Supplies,Binders,2015
Vienna,Austria,Central,Home Office,Priority,Vienna,1,"Boston Pencil Sharpener, Water Color",0.0,0.0,58,8,2,Office Supplies,Art,2015
Acerra,Italy,South,Corporate,Economy,Campania,5,"Eaton Computer Printout Paper, 8.5 x 11",0.0,0.0,123,56,4,Office Supplies,Paper,2015
Acerra,Italy,South,Corporate,Economy,Campania,5,"Memorex Router, Programmable",0.0,0.0,1239,582,5,Technology,Accessories,2015
Barakaldo,Spain,South,Consumer,Economy,Basque Country,4,"Deflect-O Frame, Durable",0.0,0.0,321,132,3,Furniture,Furnishings,2015
Barakaldo,Spain,South,Consumer,Economy,Basque Country,4,"Panasonic Inkjet, Durable",0.1,112.4,1124,125,4,Technology,Machines,2015
Lyon,France,Central,Corporate,Economy Plus,Auvergne-Rhône-Alpes,4,"Wilson Jones Binding Machine, Durable",0.0,0.0,353,7,7,Office Supplies,Binders,2015
Uithoorn,Netherlands,Central,Consumer,Economy,North Holland,4,"Ibico Index Tab, Economy",0.5,5.0,10,-3,2,Office Supplies,Binders,2015
Uithoorn,Netherlands,Central,Consumer,Economy,North Holland,4,"Eldon Trays, Single Width",0.5,12.0,24,-8,1,Office Supplies,Storage,2015
Uithoorn,Netherlands,Central,Consumer,Economy,North Holland,4,"Smead Trays, Blue",0.5,133.5,267,-197,11,Office Supplies,Storage,2015
Maidstone,United Kingdom,North,Home Office,Economy,England,5,"Fiskars Box Cutter, Serrated",0.0,0.0,193,62,6,Office Supplies,Supplies,2015
Palma de Mallorca,Spain,South,Consumer,Economy Plus,Balearic Islands,3,"Sanford Pencil Sharpener, Fluorescent",0.0,0.0,103,36,4,Office Supplies,Art,2015
Palma de Mallorca,Spain,South,Consumer,Economy Plus,Balearic Islands,3,"Canon Ink, Digital",0.0,0.0,587,65,4,Technology,Copiers,2015
Magdeburg,Germany,Central,Home Office,Economy,Saxony-Anhalt,4,"Smead File Cart, Industrial",0.1,23.1,231,46,2,Office Supplies,Storage,2015
Halesowen,United Kingdom,North,Corporate,Economy Plus,England,5,"BIC Pens, Blue",0.0,0.0,43,5,3,Office Supplies,Art,2015
Halesowen,United Kingdom,North,Corporate,Economy Plus,England,5,"Eldon Lockers, Wire Frame",0.0,0.0,591,118,3,Office Supplies,Storage,2015
Halesowen,United Kingdom,North,Corporate,Economy Plus,England,5,"Rogers File Cart, Single Width",0.0,0.0,425,110,3,Office Supplies,Storage,2015
Puteaux,France,Central,Corporate,Economy Plus,Ile-de-France,5,"Logitech Mouse, Programmable",0.0,0.0,62,17,2,Technology,Accessories,2015
Puteaux,France,Central,Corporate,Economy Plus,Ile-de-France,5,"Nokia Office Telephone, with Caller ID",0.15,16.65,111,-14,2,Technology,Phones,2015
Valencia,Spain,South,Home Office,Economy,Valenciana,5,"Sharp Personal Copier, Laser",0.0,0.0,360,22,3,Technology,Copiers,2015
Valencia,Spain,South,Home Office,Economy,Valenciana,5,"Panasonic Receipt Printer, Durable",0.1,43.6,436,164,4,Technology,Machines,2015
Glasgow,United Kingdom,North,Home Office,Economy Plus,Scotland,4,"Cardinal Binder, Recycled",0.0,0.0,43,9,3,Office Supplies,Binders,2015
Glasgow,United Kingdom,North,Home Office,Economy Plus,Scotland,4,"Hewlett Wireless Fax, Digital",0.0,0.0,1519,182,4,Technology,Copiers,2015
Glasgow,United Kingdom,North,Home Office,Economy Plus,Scotland,4,"Konica Calculator, Durable",0.0,0.0,104,6,2,Technology,Machines,2015
Fontaine,France,Central,Corporate,Economy Plus,Auvergne-Rhône-Alpes,2,"Tenex Folders, Industrial",0.1,8.5,85,-9,4,Office Supplies,Storage,2015
Fontaine,France,Central,Corporate,Economy Plus,Auvergne-Rhône-Alpes,2,"Nokia Signal Booster, Cordless",0.15,53.25,355,63,3,Technology,Phones,2015
Augsburg,Germany,Central,Consumer,Immediate,Bavaria,0,"Belkin Mouse, Bluetooth",0.0,0.0,41,20,1,Technology,Accessories,2015
The Hague,Netherlands,Central,Corporate,Economy,South Holland,7,"Cardinal Binder, Economy",0.5,20.5,41,-11,6,Office Supplies,Binders,2015
Bilbao,Spain,South,Consumer,Economy,Basque Country,5,"Kraft Peel and Seal, Recycled",0.0,0.0,58,3,3,Office Supplies,Envelopes,2015
Calais,France,Central,Corporate,Economy,Nord-Pas-de-Calais-Picardie,4,"Avery Round Labels, 5000 Label Set",0.0,0.0,15,0,2,Office Supplies,Labels,2015
Quimper,France,Central,Consumer,Economy,Brittany,5,"Ikea Stackable Bookrack, Traditional",0.1,55.2,552,165,5,Furniture,Bookcases,2015
Magdeburg,Germany,Central,Corporate,Economy,Saxony-Anhalt,5,"Green Bar Cards & Envelopes, 8.5 x 11",0.0,0.0,158,28,3,Office Supplies,Paper,2015
Magdeburg,Germany,Central,Corporate,Economy,Saxony-Anhalt,5,"Rogers Folders, Single Width",0.1,5.5,55,-1,2,Office Supplies,Storage,2015
Espoo,Finland,North,Home Office,Economy,Uusimaa,5,"Dania 3-Shelf Cabinet, Traditional",0.0,0.0,990,475,7,Furniture,Bookcases,2015
Espoo,Finland,North,Home Office,Economy,Uusimaa,5,"Sauder Corner Shelving, Metal",0.0,0.0,294,85,2,Furniture,Bookcases,2015
Espoo,Finland,North,Home Office,Economy,Uusimaa,5,"Ibico Binder Covers, Clear",0.0,0.0,52,4,4,Office Supplies,Binders,2015
Espoo,Finland,North,Home Office,Economy,Uusimaa,5,"Eaton Memo Slips, Multicolor",0.0,0.0,30,5,2,Office Supplies,Paper,2015
Espoo,Finland,North,Home Office,Economy,Uusimaa,5,"Smead Box, Wire Frame",0.0,0.0,30,5,3,Office Supplies,Storage,2015
Cholet,France,Central,Corporate,Economy,Pays de la Loire,4,"GlobeWeis Peel and Seal, Recycled",0.0,0.0,61,29,3,Office Supplies,Envelopes,2015
Les Pavillons-sous-Bois,France,Central,Consumer,Economy,Ile-de-France,6,"BIC Pencil Sharpener, Easy-Erase",0.0,0.0,88,4,3,Office Supplies,Art,2015
Les Pavillons-sous-Bois,France,Central,Consumer,Economy,Ile-de-France,6,"Sanford Pencil Sharpener, Water Color",0.0,0.0,87,10,3,Office Supplies,Art,2015
Darmstadt,Germany,Central,Corporate,Economy Plus,Hesse,5,"Stiletto Shears, High Speed",0.0,0.0,48,4,1,Office Supplies,Supplies,2015
Nantes,France,Central,Corporate,Economy Plus,Pays de la Loire,4,"Okidata Printer, Durable",0.15,68.55,457,102,2,Technology,Machines,2015
Stockholm,Sweden,North,Corporate,Priority,Stockholm,2,"Breville Toaster, Red",0.5,76.5,153,-52,4,Office Supplies,Appliances,2015
Stockholm,Sweden,North,Corporate,Priority,Stockholm,2,"Binney & Smith Canvas, Easy-Erase",0.5,38.5,77,-51,3,Office Supplies,Art,2015
Stockholm,Sweden,North,Corporate,Priority,Stockholm,2,"Cardinal Binding Machine, Recycled",0.5,37.5,75,-44,3,Office Supplies,Binders,2015
Stuttgart,Germany,Central,Home Office,Economy,Baden-Württemberg,4,"SanDisk Keyboard, Erganomic",0.0,0.0,159,21,2,Technology,Accessories,2015
Dudley,United Kingdom,North,Consumer,Economy,England,7,"Wilson Jones 3-Hole Punch, Recycled",0.0,0.0,57,17,2,Office Supplies,Binders,2015
Dudley,United Kingdom,North,Consumer,Economy,England,7,"Jiffy Interoffice Envelope, Set of 50",0.0,0.0,232,23,5,Office Supplies,Envelopes,2015
Berlin,Germany,Central,Consumer,Economy Plus,Berlin,2,"Eldon Box, Single Width",0.2,5.0,25,3,3,Office Supplies,Storage,2015
Copenhagen,Denmark,North,Consumer,Economy Plus,Hovedstaden,4,"Hoover Toaster, Red",0.5,62.5,125,-105,3,Office Supplies,Appliances,2015
Copenhagen,Denmark,North,Consumer,Economy Plus,Hovedstaden,4,"Tenex File Cart, Blue",0.5,200.0,400,-256,6,Office Supplies,Storage,2015
Dresden,Germany,Central,Consumer,Economy,Saxony,5,"Deflect-O Clock, Durable",0.5,23.5,47,-17,2,Furniture,Furnishings,2015
Rome,Italy,South,Consumer,Economy Plus,Lazio,2,"Hoover Microwave, Silver",0.0,0.0,1856,910,6,Office Supplies,Appliances,2015
Rome,Italy,South,Consumer,Economy Plus,Lazio,2,"GlobeWeis Mailers, Set of 50",0.0,0.0,77,1,2,Office Supplies,Envelopes,2015
Castelldefels,Spain,South,Consumer,Priority,Catalonia,2,"Nokia Headset, Full Size",0.1,33.5,335,-30,5,Technology,Phones,2015
Basildon,United Kingdom,North,Consumer,Economy Plus,England,2,"Hoover Coffee Grinder, Red",0.0,0.0,344,10,5,Office Supplies,Appliances,2015
Basildon,United Kingdom,North,Consumer,Economy Plus,England,2,"BIC Pencil Sharpener, Easy-Erase",0.0,0.0,29,1,1,Office Supplies,Art,2015
Basildon,United Kingdom,North,Consumer,Economy Plus,England,2,"Cardinal Binder, Recycled",0.0,0.0,14,3,1,Office Supplies,Binders,2015
Basildon,United Kingdom,North,Consumer,Economy Plus,England,2,"Logitech Mouse, USB",0.0,0.0,206,27,7,Technology,Accessories,2015
Vichy,France,Central,Corporate,Economy Plus,Auvergne-Rhône-Alpes,3,"Office Star Executive Leather Armchair, Adjustable",0.1,126.9,1269,14,3,Furniture,Chairs,2015
Berlin,Germany,Central,Corporate,Economy,Berlin,4,"Rogers Trays, Blue",0.2,49.4,247,31,5,Office Supplies,Storage,2015
Groningen,Netherlands,Central,Corporate,Economy Plus,Groningen,3,"Binney & Smith Sketch Pad, Water Color",0.5,62.0,124,-42,5,Office Supplies,Art,2015
Vienna,Austria,Central,Home Office,Economy,Vienna,4,"Wilson Jones Index Tab, Durable",0.0,0.0,16,0,2,Office Supplies,Binders,2015
Vienna,Austria,Central,Home Office,Economy,Vienna,4,"Smead Folders, Blue",0.0,0.0,122,14,7,Office Supplies,Storage,2015
London,United Kingdom,North,Consumer,Priority,England,3,"Hewlett Ink, Color",0.1,67.6,676,30,5,Technology,Copiers,2015
Maidenhead,United Kingdom,North,Home Office,Economy Plus,England,3,"Novimex Rocking Chair, Set of Two",0.0,0.0,936,103,7,Furniture,Chairs,2015
Maidenhead,United Kingdom,North,Home Office,Economy Plus,England,3,"Xerox Parchment Paper, Recycled",0.0,0.0,40,18,3,Office Supplies,Paper,2015
Le Havre,France,Central,Consumer,Economy,Normandy,4,"Sanford Pencil Sharpener, Easy-Erase",0.0,0.0,108,54,4,Office Supplies,Art,2015
Le Havre,France,Central,Consumer,Economy,Normandy,4,"Smead Round Labels, Adjustable",0.0,0.0,10,3,2,Office Supplies,Labels,2015
Le Havre,France,Central,Consumer,Economy,Normandy,4,"Eldon Shelving, Blue",0.1,17.4,174,33,4,Office Supplies,Storage,2015
Gateshead,United Kingdom,North,Consumer,Economy,England,4,"Harbour Creations Bag Chairs, Adjustable",0.0,0.0,128,59,2,Furniture,Chairs,2015
Gateshead,United Kingdom,North,Consumer,Economy,England,4,"Stockwell Clamps, Assorted Sizes",0.0,0.0,167,63,10,Office Supplies,Fasteners,2015
Gateshead,United Kingdom,North,Consumer,Economy,England,4,"Canon Fax and Copier, Laser",0.0,0.0,383,180,2,Technology,Copiers,2015
Halle,Germany,Central,Consumer,Economy,North Rhine-Westphalia,6,"Fellowes File Cart, Blue",0.1,61.8,618,206,5,Office Supplies,Storage,2015
Cologne,Germany,Central,Consumer,Economy,North Rhine-Westphalia,4,"Avery Shipping Labels, Laser Printer Compatible",0.0,0.0,12,2,1,Office Supplies,Labels,2015
Cologne,Germany,Central,Consumer,Economy,North Rhine-Westphalia,4,"Okidata Inkjet, Durable",0.0,0.0,625,6,2,Technology,Machines,2015
Salamanca,Spain,South,Consumer,Economy,Castile and León,4,"Tenex Light Bulb, Black",0.0,0.0,38,11,2,Furniture,Furnishings,2015
Amsterdam,Netherlands,Central,Consumer,Economy,North Holland,5,"BIC Pencil Sharpener, Blue",0.5,43.5,87,-16,6,Office Supplies,Art,2015
Amsterdam,Netherlands,Central,Consumer,Economy,North Holland,5,"Samsung Office Telephone, with Caller ID",0.5,81.5,163,-88,5,Technology,Phones,2015
Edinburgh,United Kingdom,North,Consumer,Priority,Scotland,2,"Deflect-O Clock, Black",0.30000000000000004,21.0,70,-27,2,Furniture,Furnishings,2015
Edinburgh,United Kingdom,North,Consumer,Priority,Scotland,2,"Binney & Smith Pencil Sharpener, Water Color",0.0,0.0,81,37,3,Office Supplies,Art,2015
Tarragona,Spain,South,Corporate,Economy,Catalonia,7,"Harbour Creations Swivel Stool, Black",0.2,113.8,569,92,4,Furniture,Chairs,2015
Delft,Netherlands,Central,Consumer,Economy,South Holland,4,"Bush 3-Shelf Cabinet, Traditional",0.5,107.5,215,-120,3,Furniture,Bookcases,2015
Delft,Netherlands,Central,Consumer,Economy,South Holland,4,"Enermax Numeric Keypad, Bluetooth",0.5,71.5,143,-26,5,Technology,Accessories,2015
The Hague,Netherlands,Central,Corporate,Priority,South Holland,3,"Stanley Pens, Water Color",0.5,16.5,33,-12,5,Office Supplies,Art,2015
The Hague,Netherlands,Central,Corporate,Priority,South Holland,3,"Acco Hole Reinforcements, Recycled",0.5,7.0,14,0,4,Office Supplies,Binders,2015
The Hague,Netherlands,Central,Corporate,Priority,South Holland,3,"Stiletto Letter Opener, Easy Grip",0.5,7.5,15,-9,1,Office Supplies,Supplies,2015
Coimbra,Portugal,South,Consumer,Economy,Coimbra,5,"Eldon Lockers, Blue",0.5,198.0,396,-317,4,Office Supplies,Storage,2015
Coimbra,Portugal,South,Consumer,Economy,Coimbra,5,"Nokia Smart Phone, with Caller ID",0.5,639.0,1278,-358,4,Technology,Phones,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"Harbour Creations Swivel Stool, Red",0.5,90.0,180,-54,2,Furniture,Chairs,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"Binney & Smith Highlighters, Water Color",0.5,5.0,10,-2,1,Office Supplies,Art,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"Acco Binding Machine, Recycled",0.5,128.5,257,-129,10,Office Supplies,Binders,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"Advantus Clamps, Assorted Sizes",0.5,21.0,42,-31,5,Office Supplies,Fasteners,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"OIC Thumb Tacks, Assorted Sizes",0.5,11.5,23,-5,4,Office Supplies,Fasteners,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"Harbour Creations Removable Labels, Laser Printer Compatible",0.5,2.5,5,-1,1,Office Supplies,Labels,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"Fellowes File Cart, Single Width",0.5,240.5,481,-481,7,Office Supplies,Storage,2015
Birmingham,United Kingdom,North,Consumer,Economy,England,7,"Tenex Lockers, Blue",0.5,204.0,408,-196,4,Office Supplies,Storage,2015
Charleroi,Belgium,Central,Consumer,Immediate,Hainaut,0,"Boston Sketch Pad, Easy-Erase",0.0,0.0,98,28,2,Office Supplies,Art,2015
Charleroi,Belgium,Central,Consumer,Immediate,Hainaut,0,"Fellowes Trays, Wire Frame",0.0,0.0,226,56,4,Office Supplies,Storage,2015
Portsmouth,United Kingdom,North,Consumer,Economy Plus,England,2,"Boston Pens, Fluorescent",0.0,0.0,46,8,3,Office Supplies,Art,2015
Portsmouth,United Kingdom,North,Consumer,Economy Plus,England,2,"Eaton Note Cards, Premium",0.0,0.0,56,17,2,Office Supplies,Paper,2015
Las Rozas de Madrid,Spain,South,Consumer,Economy Plus,Madrid,2,"Harbour Creations Bag Chairs, Adjustable",0.2,61.6,308,100,6,Furniture,Chairs,2015
Las Rozas de Madrid,Spain,South,Consumer,Economy Plus,Madrid,2,"Cisco Headset, Full Size",0.1,8.1,81,22,1,Technology,Phones,2015
Strasbourg,France,Central,Consumer,Economy,Alsace-Champagne-Ardenne-Lorraine,4,"Rubbermaid Stacking Tray, Erganomic",0.0,0.0,44,0,2,Furniture,Furnishings,2015
Essen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Bush 3-Shelf Cabinet, Metal",0.1,77.1,771,163,6,Furniture,Bookcases,2015
Essen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Smead Box, Single Width",0.1,4.9,49,9,5,Office Supplies,Storage,2015
Essen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Motorola Office Telephone, VoIP",0.0,0.0,216,95,3,Technology,Phones,2015
Essen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Motorola Speaker Phone, Cordless",0.0,0.0,133,7,1,Technology,Phones,2015
Essen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Motorola Speaker Phone, VoIP",0.0,0.0,390,16,3,Technology,Phones,2015
Essen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Samsung Signal Booster, Full Size",0.0,0.0,1103,529,8,Technology,Phones,2015
Stockholm,Sweden,North,Consumer,Economy Plus,Stockholm,5,"Dania Stackable Bookrack, Mobile",0.5,91.0,182,-22,3,Furniture,Bookcases,2015
Stockholm,Sweden,North,Consumer,Economy Plus,Stockholm,5,"Lesro Round Table, Adjustable Height",0.7000000000000001,667.8,954,-1558,7,Furniture,Tables,2015
Stockholm,Sweden,North,Consumer,Economy Plus,Stockholm,5,"Cuisinart Blender, White",0.5,97.5,195,-47,6,Office Supplies,Appliances,2015
Heerlen,Netherlands,Central,Home Office,Economy,Limburg,4,"Samsung Audio Dock, Cordless",0.5,169.5,339,-217,4,Technology,Phones,2015
Caserta,Italy,South,Corporate,Economy Plus,Campania,2,"Eldon Lockers, Blue",0.4,94.8,237,-119,2,Office Supplies,Storage,2015
Mougins,France,Central,Consumer,Priority,Provence-Alpes-Côte d'Azur,2,"Hon File Folder Labels, 5000 Label Set",0.0,0.0,18,9,2,Office Supplies,Labels,2015
London,United Kingdom,North,Consumer,Economy,England,5,"Eldon Lockers, Industrial",0.1,35.7,357,155,2,Office Supplies,Storage,2015
Hamburg,Germany,Central,Corporate,Priority,Hamburg,1,"Advantus Staples, 12 Pack",0.0,0.0,21,1,2,Office Supplies,Fasteners,2015
Hamburg,Germany,Central,Corporate,Priority,Hamburg,1,"SanDisk Mouse, Erganomic",0.0,0.0,325,65,9,Technology,Accessories,2015
Rueil-Malmaison,France,Central,Consumer,Economy,Ile-de-France,4,"OIC Staples, Bulk Pack",0.0,0.0,68,33,6,Office Supplies,Fasteners,2015
London,United Kingdom,North,Home Office,Economy,England,4,"Smead File Folder Labels, Adjustable",0.1,4.3,43,-2,7,Office Supplies,Labels,2015
Plymouth,United Kingdom,North,Consumer,Economy,England,4,"Samsung Speaker Phone, VoIP",0.0,0.0,247,69,2,Technology,Phones,2015
Turin,Italy,South,Corporate,Economy,Piedmont,5,"Office Star Rocking Chair, Adjustable",0.6000000000000001,172.2,287,-172,5,Furniture,Chairs,2015
Turin,Italy,South,Corporate,Economy,Piedmont,5,"Avery Binder Covers, Economy",0.0,0.0,77,24,7,Office Supplies,Binders,2015
Turin,Italy,South,Corporate,Economy,Piedmont,5,"Tenex Box, Blue",0.4,12.0,30,-7,3,Office Supplies,Storage,2015
Solingen,Germany,Central,Corporate,Economy,North Rhine-Westphalia,6,"Stiletto Letter Opener, Steel",0.0,0.0,75,9,3,Office Supplies,Supplies,2015
Saint-Ouen,France,Central,Consumer,Economy,Ile-de-France,5,"Hoover Stove, Black",0.1,153.3,1533,-34,3,Office Supplies,Appliances,2015
Saint-Ouen,France,Central,Consumer,Economy,Ile-de-France,5,"Fellowes Shelving, Blue",0.1,26.0,260,78,5,Office Supplies,Storage,2015
Erfurt,Germany,Central,Home Office,Priority,Thuringia,2,"Fiskars Scissors, High Speed",0.0,0.0,116,56,5,Office Supplies,Supplies,2015
Mulhouse,France,Central,Corporate,Economy,Alsace-Champagne-Ardenne-Lorraine,5,"SAFCO Executive Leather Armchair, Black",0.1,289.2,2892,1189,7,Furniture,Chairs,2015
Mulhouse,France,Central,Corporate,Economy,Alsace-Champagne-Ardenne-Lorraine,5,"Smead File Cart, Single Width",0.1,46.4,464,-16,4,Office Supplies,Storage,2015
Mulhouse,France,Central,Corporate,Economy,Alsace-Champagne-Ardenne-Lorraine,5,"Acme Scissors, Serrated",0.0,0.0,66,4,3,Office Supplies,Supplies,2015
